Time,Latitude,Longitude,High Vegetation
1084752,45.58,62.09,0.0
1084752,45.58,62.19,0.0
1084752,45.58,62.29,0.0
1084752,45.58,62.39,0.0
1084752,45.58,62.49,0.0
1084752,45.58,62.59,0.0
1084752,45.58,62.69,0.0
1084752,45.58,62.79,0.0
1084752,45.58,62.89,0.0
1084752,45.58,62.99,0.0
1084752,45.58,63.09,0.0
1084752,45.58,63.19,0.0
1084752,45.58,63.29,0.0
1084752,45.58,63.39,0.0
1084752,45.58,63.49,0.0
1084752,45.58,63.59,0.0
1084752,45.58,63.69,0.0
1084752,45.58,63.79,0.0
1084752,45.58,63.89,0.0
1084752,45.58,63.99,0.0
1084752,45.58,64.09,0.0
1084752,45.58,64.19,0.0
1084752,45.58,64.29,0.0
1084752,45.58,64.39,0.0
1084752,45.58,64.49,0.0
1084752,45.58,64.59,0.0
1084752,45.58,64.69,0.0
1084752,45.58,64.79,0.0
1084752,45.58,64.89,0.0
1084752,45.58,64.99,0.0
1084752,45.58,65.09,0.0
1084752,45.58,65.19,0.0
1084752,45.58,65.29,0.0
1084752,45.58,65.39,0.0
1084752,45.58,65.49,0.0
1084752,45.58,65.59,0.0
1084752,45.58,65.69,0.0
1084752,45.58,65.79,0.0
1084752,45.58,65.89,0.0
1084752,45.58,65.99,0.0
1084752,45.58,66.09,0.0
1084752,45.58,66.19,0.0
1084752,45.58,66.29,0.0
1084752,45.58,66.39,0.0
1084752,45.58,66.49,0.0
1084752,45.58,66.59,0.0
1084752,45.58,66.69,0.0
1084752,45.58,66.79,0.0
1084752,45.58,66.89,0.0
1084752,45.58,66.99,0.0
1084752,45.58,67.09,0.0
1084752,45.58,67.19,0.0
1084752,45.58,67.29,0.0
1084752,45.58,67.39,0.0
1084752,45.58,67.49,0.0
1084752,45.58,67.59,0.0
1084752,45.58,67.69,0.0
1084752,45.58,67.79,0.0
1084752,45.58,67.89,0.0
1084752,45.58,67.99,0.0
1084752,45.58,68.09,0.0
1084752,45.58,68.19,0.0
1084752,45.58,68.29,0.0
1084752,45.58,68.39,0.0
1084752,45.58,68.49,0.0
1084752,45.58,68.59,0.0
1084752,45.58,68.69,0.0
1084752,45.58,68.79,0.0
1084752,45.58,68.89,0.0
1084752,45.58,68.99,0.0
1084752,45.58,69.09,0.0
1084752,45.58,69.19,0.0
1084752,45.58,69.29,0.0
1084752,45.58,69.39,0.0
1084752,45.58,69.49,0.0
1084752,45.58,69.59,0.0
1084752,45.58,69.69,0.0
1084752,45.58,69.79,0.0
1084752,45.58,69.89,0.0
1084752,45.58,69.99,0.0
1084752,45.58,70.09,0.0
1084752,45.58,70.19,0.0
1084752,45.58,70.29,0.0
1084752,45.58,70.39,0.0
1084752,45.58,70.49,0.0
1084752,45.58,70.59,0.0
1084752,45.58,70.69,0.0
1084752,45.58,70.79,0.0
1084752,45.58,70.89,0.0
1084752,45.58,70.99,0.0
1084752,45.58,71.09,0.0
1084752,45.58,71.19,0.0
1084752,45.58,71.29,0.0
1084752,45.58,71.39,0.0
1084752,45.58,71.49,0.0
1084752,45.58,71.59,0.0
1084752,45.58,71.69,0.0
1084752,45.58,71.79,0.0
1084752,45.58,71.89,0.0
1084752,45.58,71.99,0.0
1084752,45.58,72.09,0.0
1084752,45.58,72.19,0.0
1084752,45.58,72.29,0.0
1084752,45.58,72.39,0.0
1084752,45.58,72.49,0.0
1084752,45.58,72.59,0.0
1084752,45.58,72.69,0.0
1084752,45.58,72.79,0.0
1084752,45.58,72.89,0.0
1084752,45.58,72.99,0.0
1084752,45.58,73.09,0.0
1084752,45.48,55.99,0.0
1084752,45.48,56.09,0.0
1084752,45.48,56.19,0.0
1084752,45.48,56.29,0.0
1084752,45.48,56.39,0.0
1084752,45.48,56.49,0.0
1084752,45.48,56.59,0.0
1084752,45.48,56.69,0.0
1084752,45.48,56.79,0.0
1084752,45.48,56.89,0.0
1084752,45.48,56.99,0.0
1084752,45.48,57.09,0.0
1084752,45.48,57.19,0.0
1084752,45.48,57.29,0.0
1084752,45.48,57.39,0.0
1084752,45.48,57.49,0.0
1084752,45.48,57.59,0.0
1084752,45.48,57.69,0.0
1084752,45.48,57.79,0.0
1084752,45.48,57.89,0.0
1084752,45.48,57.99,0.0
1084752,45.48,58.09,0.0
1084752,45.48,58.19,0.0
1084752,45.48,58.29,0.0
1084752,45.48,58.39,0.0
1084752,45.48,58.49,0.0
1084752,45.48,58.59,0.0
1084752,45.48,58.69,0.0
1084752,45.48,58.79,0.0
1084752,45.48,58.89,0.0
1084752,45.48,58.99,0.0
1084752,45.48,59.09,0.0
1084752,45.48,59.19,0.0
1084752,45.48,59.29,0.0
1084752,45.48,59.39,0.0
1084752,45.48,59.49,0.0
1084752,45.48,59.59,0.0
1084752,45.48,59.69,0.0
1084752,45.48,59.79,0.0
1084752,45.48,59.89,0.0
1084752,45.48,59.99,0.0
1084752,45.48,60.09,0.0
1084752,45.48,60.19,0.0
1084752,45.48,60.29,0.0
1084752,45.48,60.39,0.0
1084752,45.48,60.49,0.0
1084752,45.48,60.59,0.0
1084752,45.48,60.69,0.0
1084752,45.48,60.79,0.0
1084752,45.48,60.89,0.0
1084752,45.48,60.99,0.0
1084752,45.48,61.09,0.0
1084752,45.48,61.19,0.0
1084752,45.48,61.29,0.0
1084752,45.48,61.39,0.0
1084752,45.48,61.49,0.0
1084752,45.48,61.59,0.0
1084752,45.48,61.69,1.0783630681238365
1084752,45.48,61.79,0.8258031214354791
1084752,45.48,61.89,0.10324364400616881
1084752,45.48,61.99,0.0
1084752,45.48,62.09,0.0
1084752,45.48,62.19,0.0
1084752,45.48,62.29,0.0
1084752,45.48,62.39,0.0
1084752,45.48,62.49,0.0
1084752,45.48,62.59,0.0
1084752,45.48,62.69,0.0
1084752,45.48,62.79,0.0
1084752,45.48,62.89,0.0
1084752,45.48,62.99,0.0
1084752,45.48,63.09,0.0
1084752,45.48,63.19,0.0
1084752,45.48,63.29,0.0
1084752,45.48,63.39,0.0
1084752,45.48,63.49,0.0
1084752,45.48,63.59,0.0
1084752,45.48,63.69,0.0
1084752,45.48,63.79,0.0
1084752,45.48,63.89,0.0
1084752,45.48,63.99,0.0
1084752,45.48,64.09,0.0
1084752,45.48,64.19,0.0
1084752,45.48,64.29,0.0
1084752,45.48,64.39,0.0
1084752,45.48,64.49,0.0
1084752,45.48,64.59,0.0
1084752,45.48,64.69,0.0
1084752,45.48,64.79,0.0
1084752,45.48,64.89,0.0
1084752,45.48,64.99,0.0
1084752,45.48,65.09,0.0
1084752,45.48,65.19,0.0
1084752,45.48,65.29,0.0
1084752,45.48,65.39,0.0
1084752,45.48,65.49,0.0
1084752,45.48,65.59,0.0
1084752,45.48,65.69,0.0
1084752,45.48,65.79,0.0
1084752,45.48,65.89,0.0
1084752,45.48,65.99,0.0
1084752,45.48,66.09,0.0
1084752,45.48,66.19,0.0
1084752,45.48,66.29,0.0
1084752,45.48,66.39,0.0
1084752,45.48,66.49,0.0
1084752,45.48,66.59,0.0
1084752,45.48,66.69,0.0
1084752,45.48,66.79,0.0
1084752,45.48,66.89,0.0
1084752,45.48,66.99,0.0
1084752,45.48,67.09,0.0
1084752,45.48,67.19,0.0
1084752,45.48,67.29,0.0
1084752,45.48,67.39,0.0
1084752,45.48,67.49,0.0
1084752,45.48,67.59,0.0
1084752,45.48,67.69,0.0
1084752,45.48,67.79,0.0
1084752,45.48,67.89,0.0
1084752,45.48,67.99,0.0
1084752,45.48,68.09,0.0
1084752,45.48,68.19,0.0
1084752,45.48,68.29,0.0
1084752,45.48,68.39,0.0
1084752,45.48,68.49,0.0
1084752,45.48,68.59,0.0
1084752,45.48,68.69,0.0
1084752,45.48,68.79,0.0
1084752,45.48,68.89,0.0
1084752,45.48,68.99,0.0
1084752,45.48,69.09,0.0
1084752,45.48,69.19,0.0
1084752,45.48,69.29,0.0
1084752,45.48,69.39,0.0
1084752,45.48,69.49,0.0
1084752,45.48,69.59,0.0
1084752,45.48,69.69,0.0
1084752,45.48,69.79,0.0
1084752,45.48,69.89,0.0
1084752,45.48,69.99,0.0
1084752,45.48,70.09,0.0
1084752,45.48,70.19,0.0
1084752,45.48,70.29,0.0
1084752,45.48,70.39,0.0
1084752,45.48,70.49,0.0
1084752,45.48,70.59,0.0
1084752,45.48,70.69,0.0
1084752,45.48,70.79,0.0
1084752,45.48,70.89,0.0
1084752,45.48,70.99,0.0
1084752,45.48,71.09,0.0
1084752,45.48,71.19,0.0
1084752,45.48,71.29,0.0
1084752,45.48,71.39,0.0
1084752,45.48,71.49,0.0
1084752,45.48,71.59,0.0
1084752,45.48,71.69,0.0
1084752,45.48,71.79,0.0
1084752,45.48,71.89,0.0
1084752,45.48,71.99,0.0
1084752,45.48,72.09,0.0
1084752,45.48,72.19,0.0
1084752,45.48,72.29,0.0
1084752,45.48,72.39,0.0
1084752,45.48,72.49,0.0
1084752,45.48,72.59,0.0
1084752,45.48,72.69,0.0
1084752,45.48,72.79,0.0
1084752,45.48,72.89,0.0
1084752,45.48,72.99,0.0
1084752,45.48,73.09,0.0
1084752,45.38,55.99,0.0
1084752,45.38,56.09,0.0
1084752,45.38,56.19,0.0
1084752,45.38,56.29,0.0
1084752,45.38,56.39,0.0
1084752,45.38,56.49,0.0
1084752,45.38,56.59,0.0
1084752,45.38,56.69,0.0
1084752,45.38,56.79,0.0
1084752,45.38,56.89,0.0
1084752,45.38,56.99,0.0
1084752,45.38,57.09,0.0
1084752,45.38,57.19,0.0
1084752,45.38,57.29,0.0
1084752,45.38,57.39,0.0
1084752,45.38,57.49,0.0
1084752,45.38,57.59,0.0
1084752,45.38,57.69,0.0
1084752,45.38,57.79,0.0
1084752,45.38,57.89,0.0
1084752,45.38,57.99,0.0
1084752,45.38,58.09,0.0
1084752,45.38,58.19,0.0
1084752,45.38,58.29,0.0
1084752,45.38,58.39,0.0
1084752,45.38,58.49,0.0
1084752,45.38,58.59,0.0
1084752,45.38,58.69,0.0
1084752,45.38,58.79,0.0
1084752,45.38,58.89,0.0
1084752,45.38,58.99,0.0
1084752,45.38,59.09,0.0
1084752,45.38,59.19,0.0
1084752,45.38,59.29,0.0
1084752,45.38,59.39,0.0
1084752,45.38,59.49,0.0
1084752,45.38,59.59,0.0
1084752,45.38,59.69,0.0
1084752,45.38,59.79,0.0
1084752,45.38,59.89,0.0
1084752,45.38,59.99,0.0
1084752,45.38,60.09,0.0
1084752,45.38,60.19,0.0
1084752,45.38,60.29,0.0
1084752,45.38,60.39,0.0
1084752,45.38,60.49,0.0
1084752,45.38,60.59,0.0
1084752,45.38,60.69,0.0
1084752,45.38,60.79,0.0
1084752,45.38,60.89,0.0
1084752,45.38,60.99,0.0
1084752,45.38,61.09,0.0
1084752,45.38,61.19,0.0
1084752,45.38,61.29,0.0
1084752,45.38,61.39,0.0
1084752,45.38,61.49,0.0
1084752,45.38,61.59,0.0
1084752,45.38,61.69,0.0
1084752,45.38,61.79,0.0
1084752,45.38,61.89,0.0
1084752,45.38,61.99,0.0
1084752,45.38,62.09,0.0
1084752,45.38,62.19,0.0
1084752,45.38,62.29,0.0
1084752,45.38,62.39,0.0
1084752,45.38,62.49,0.0
1084752,45.38,62.59,0.0
1084752,45.38,62.69,0.0
1084752,45.38,62.79,0.0
1084752,45.38,62.89,0.0
1084752,45.38,62.99,0.0
1084752,45.38,63.09,0.0
1084752,45.38,63.19,0.0
1084752,45.38,63.29,0.0
1084752,45.38,63.39,0.0
1084752,45.38,63.49,0.0
1084752,45.38,63.59,0.0
1084752,45.38,63.69,0.0
1084752,45.38,63.79,0.0
1084752,45.38,63.89,0.0
1084752,45.38,63.99,0.0
1084752,45.38,64.09,0.0
1084752,45.38,64.19,0.0
1084752,45.38,64.29,0.0
1084752,45.38,64.39,0.0
1084752,45.38,64.49,0.0
1084752,45.38,64.59,0.0
1084752,45.38,64.69,0.0
1084752,45.38,64.79,0.0
1084752,45.38,64.89,0.0
1084752,45.38,64.99,0.0
1084752,45.38,65.09,0.0
1084752,45.38,65.19,0.0
1084752,45.38,65.29,0.0
1084752,45.38,65.39,0.0
1084752,45.38,65.49,0.0
1084752,45.38,65.59,0.0
1084752,45.38,65.69,0.0
1084752,45.38,65.79,0.0
1084752,45.38,65.89,0.0
1084752,45.38,65.99,0.0
1084752,45.38,66.09,0.0
1084752,45.38,66.19,0.0
1084752,45.38,66.29,0.0
1084752,45.38,66.39,0.0
1084752,45.38,66.49,0.0
1084752,45.38,66.59,0.0
1084752,45.38,66.69,0.0
1084752,45.38,66.79,0.0
1084752,45.38,66.89,0.0
1084752,45.38,66.99,0.0
1084752,45.38,67.09,0.0
1084752,45.38,67.19,0.0
1084752,45.38,67.29,0.0
1084752,45.38,67.39,0.0
1084752,45.38,67.49,0.0
1084752,45.38,67.59,0.0
1084752,45.38,67.69,0.0
1084752,45.38,67.79,0.0
1084752,45.38,67.89,0.0
1084752,45.38,67.99,0.0
1084752,45.38,68.09,0.0
1084752,45.38,68.19,0.0
1084752,45.38,68.29,0.0
1084752,45.38,68.39,0.0
1084752,45.38,68.49,0.0
1084752,45.38,68.59,0.0
1084752,45.38,68.69,0.0
1084752,45.38,68.79,0.0
1084752,45.38,68.89,0.0
1084752,45.38,68.99,0.0
1084752,45.38,69.09,0.0
1084752,45.38,69.19,0.0
1084752,45.38,69.29,0.0
1084752,45.38,69.39,0.0
1084752,45.38,69.49,0.0
1084752,45.38,69.59,0.0
1084752,45.38,69.69,0.0
1084752,45.38,69.79,0.0
1084752,45.38,69.89,0.0
1084752,45.38,69.99,0.0
1084752,45.38,70.09,0.0
1084752,45.38,70.19,0.0
1084752,45.38,70.29,0.0
1084752,45.38,70.39,0.0
1084752,45.38,70.49,0.0
1084752,45.38,70.59,0.0
1084752,45.38,70.69,0.0
1084752,45.38,70.79,0.0
1084752,45.38,70.89,0.0
1084752,45.38,70.99,0.0
1084752,45.38,71.09,0.0
1084752,45.38,71.19,0.0
1084752,45.38,71.29,0.0
1084752,45.38,71.39,0.0
1084752,45.38,71.49,0.0
1084752,45.38,71.59,0.0
1084752,45.38,71.69,0.0
1084752,45.38,71.79,0.0
1084752,45.38,71.89,0.0
1084752,45.38,71.99,0.0
1084752,45.38,72.09,0.0
1084752,45.38,72.19,0.0
1084752,45.38,72.29,0.0
1084752,45.38,72.39,0.0
1084752,45.38,72.49,0.0
1084752,45.38,72.59,0.0
1084752,45.38,72.69,0.0
1084752,45.38,72.79,0.0
1084752,45.38,72.89,0.0
1084752,45.38,72.99,0.0
1084752,45.38,73.09,0.0
1084752,45.28,55.99,0.0
1084752,45.28,56.09,0.0
1084752,45.28,56.19,0.0
1084752,45.28,56.29,0.0
1084752,45.28,56.39,0.0
1084752,45.28,56.49,0.0
1084752,45.28,56.59,0.0
1084752,45.28,56.69,0.0
1084752,45.28,56.79,0.0
1084752,45.28,56.89,0.0
1084752,45.28,56.99,0.0
1084752,45.28,57.09,0.0
1084752,45.28,57.19,0.0
1084752,45.28,57.29,0.0
1084752,45.28,57.39,0.0
1084752,45.28,57.49,0.0
1084752,45.28,57.59,0.0
1084752,45.28,57.69,0.0
1084752,45.28,57.79,0.0
1084752,45.28,57.89,0.0
1084752,45.28,57.99,0.0
1084752,45.28,58.09,0.0
1084752,45.28,58.19,0.0
1084752,45.28,58.29,0.0
1084752,45.28,58.39,0.0
1084752,45.28,58.49,0.0
1084752,45.28,58.59,0.0
1084752,45.28,58.69,0.0
1084752,45.28,58.79,0.0
1084752,45.28,58.89,0.0
1084752,45.28,58.99,0.0
1084752,45.28,59.09,0.0
1084752,45.28,59.19,0.0
1084752,45.28,59.29,0.0
1084752,45.28,59.39,0.0
1084752,45.28,59.49,0.0
1084752,45.28,59.59,0.0
1084752,45.28,59.69,0.0
1084752,45.28,59.79,0.0
1084752,45.28,59.89,0.0
1084752,45.28,59.99,0.0
1084752,45.28,60.09,0.0
1084752,45.28,60.19,0.0
1084752,45.28,60.29,0.0
1084752,45.28,60.39,0.0
1084752,45.28,60.49,0.0
1084752,45.28,60.59,0.0
1084752,45.28,60.69,0.0
1084752,45.28,60.79,0.0
1084752,45.28,60.89,0.0
1084752,45.28,60.99,0.0
1084752,45.28,61.09,0.0
1084752,45.28,61.19,0.0
1084752,45.28,61.29,0.0
1084752,45.28,61.39,0.0
1084752,45.28,61.49,0.0
1084752,45.28,61.59,0.0
1084752,45.28,61.69,0.0
1084752,45.28,61.79,0.0
1084752,45.28,61.89,0.0
1084752,45.28,61.99,0.0
1084752,45.28,62.09,0.0
1084752,45.28,62.19,0.0
1084752,45.28,62.29,0.0
1084752,45.28,62.39,0.0
1084752,45.28,62.49,0.0
1084752,45.28,62.59,0.0
1084752,45.28,62.69,0.0
1084752,45.28,62.79,0.0
1084752,45.28,62.89,0.0
1084752,45.28,62.99,0.0
1084752,45.28,63.09,0.0
1084752,45.28,63.19,0.0
1084752,45.28,63.29,0.0
1084752,45.28,63.39,0.0
1084752,45.28,63.49,0.0
1084752,45.28,63.59,0.0
1084752,45.28,63.69,0.0
1084752,45.28,63.79,0.0
1084752,45.28,63.89,0.0
1084752,45.28,63.99,0.0
1084752,45.28,64.09,0.0
1084752,45.28,64.19,0.0
1084752,45.28,64.29,0.0
1084752,45.28,64.39,0.0
1084752,45.28,64.49,0.0
1084752,45.28,64.59,0.0
1084752,45.28,64.69,0.0
1084752,45.28,64.79,0.0
1084752,45.28,64.89,0.0
1084752,45.28,64.99,0.0
1084752,45.28,65.09,0.0
1084752,45.28,65.19,0.0
1084752,45.28,65.29,0.0
1084752,45.28,65.39,0.0
1084752,45.28,65.49,0.0
1084752,45.28,65.59,0.0
1084752,45.28,65.69,0.0
1084752,45.28,65.79,0.0
1084752,45.28,65.89,0.0
1084752,45.28,65.99,0.0
1084752,45.28,66.09,0.0
1084752,45.28,66.19,0.0
1084752,45.28,66.29,0.0
1084752,45.28,66.39,0.0
1084752,45.28,66.49,0.0
1084752,45.28,66.59,0.0
1084752,45.28,66.69,0.0
1084752,45.28,66.79,0.0
1084752,45.28,66.89,0.0
1084752,45.28,66.99,0.0
1084752,45.28,67.09,0.0
1084752,45.28,67.19,0.0
1084752,45.28,67.29,0.0
1084752,45.28,67.39,0.0
1084752,45.28,67.49,0.0
1084752,45.28,67.59,0.0
1084752,45.28,67.69,0.0
1084752,45.28,67.79,0.0
1084752,45.28,67.89,0.0
1084752,45.28,67.99,0.0
1084752,45.28,68.09,0.0
1084752,45.28,68.19,0.0
1084752,45.28,68.29,0.0
1084752,45.28,68.39,0.0
1084752,45.28,68.49,0.0
1084752,45.28,68.59,0.0
1084752,45.28,68.69,0.0
1084752,45.28,68.79,0.0
1084752,45.28,68.89,0.0
1084752,45.28,68.99,0.0
1084752,45.28,69.09,0.0
1084752,45.28,69.19,0.0
1084752,45.28,69.29,0.0
1084752,45.28,69.39,0.0
1084752,45.28,69.49,0.0
1084752,45.28,69.59,0.0
1084752,45.28,69.69,0.0
1084752,45.28,69.79,0.0
1084752,45.28,69.89,0.0
1084752,45.28,69.99,0.0
1084752,45.28,70.09,0.0
1084752,45.28,70.19,0.0
1084752,45.28,70.29,0.0
1084752,45.28,70.39,0.0
1084752,45.28,70.49,0.0
1084752,45.28,70.59,0.0
1084752,45.28,70.69,0.0
1084752,45.28,70.79,0.0
1084752,45.28,70.89,0.0
1084752,45.28,70.99,0.0
1084752,45.28,71.09,0.0
1084752,45.28,71.19,0.0
1084752,45.28,71.29,0.0
1084752,45.28,71.39,0.0
1084752,45.28,71.49,0.0
1084752,45.28,71.59,0.0
1084752,45.28,71.69,0.0
1084752,45.28,71.79,0.0
1084752,45.28,71.89,0.0
1084752,45.28,71.99,0.0
1084752,45.28,72.09,0.0
1084752,45.28,72.19,0.0
1084752,45.28,72.29,0.0
1084752,45.28,72.39,0.0
1084752,45.28,72.49,0.0
1084752,45.28,72.59,0.0
1084752,45.28,72.69,0.0
1084752,45.28,72.79,0.0
1084752,45.28,72.89,0.0
1084752,45.28,72.99,0.0
1084752,45.28,73.09,0.0
1084752,45.18,55.99,0.0
1084752,45.18,56.09,0.0
1084752,45.18,56.19,0.0
1084752,45.18,56.29,0.0
1084752,45.18,56.39,0.0
1084752,45.18,56.49,0.0
1084752,45.18,56.59,0.0
1084752,45.18,56.69,0.0
1084752,45.18,56.79,0.0
1084752,45.18,56.89,0.0
1084752,45.18,56.99,0.0
1084752,45.18,57.09,0.0
1084752,45.18,57.19,0.0
1084752,45.18,57.29,0.0
1084752,45.18,57.39,0.0
1084752,45.18,57.49,0.0
1084752,45.18,57.59,0.0
1084752,45.18,57.69,0.0
1084752,45.18,57.79,0.0
1084752,45.18,57.89,0.0
1084752,45.18,57.99,0.0
1084752,45.18,58.09,0.0
1084752,45.18,58.19,0.0
1084752,45.18,58.29,0.0
1084752,45.18,58.39,0.0
1084752,45.18,58.49,0.0
1084752,45.18,58.59,0.0
1084752,45.18,58.69,0.0
1084752,45.18,58.79,0.0
1084752,45.18,58.89,0.0
1084752,45.18,58.99,0.0
1084752,45.18,59.09,0.0
1084752,45.18,59.19,0.0
1084752,45.18,59.29,0.0
1084752,45.18,59.39,0.0
1084752,45.18,59.49,0.0
1084752,45.18,59.59,0.0
1084752,45.18,59.69,0.0
1084752,45.18,59.79,0.0
1084752,45.18,59.89,0.0
1084752,45.18,59.99,0.0
1084752,45.18,60.09,0.0
1084752,45.18,60.19,0.0
1084752,45.18,60.29,0.0
1084752,45.18,60.39,0.0
1084752,45.18,60.49,0.0
1084752,45.18,60.59,0.0
1084752,45.18,60.69,0.0
1084752,45.18,60.79,0.0
1084752,45.18,60.89,0.0
1084752,45.18,60.99,0.0
1084752,45.18,61.09,0.0
1084752,45.18,61.19,0.0
1084752,45.18,61.29,0.0
1084752,45.18,61.39,0.0
1084752,45.18,61.49,0.0
1084752,45.18,61.59,0.0
1084752,45.18,61.69,0.0
1084752,45.18,61.79,0.0
1084752,45.18,61.89,0.0
1084752,45.18,61.99,0.0
1084752,45.18,62.09,0.0
1084752,45.18,62.19,0.0
1084752,45.18,62.29,0.0
1084752,45.18,62.39,0.0
1084752,45.18,62.49,0.0
1084752,45.18,62.59,0.0
1084752,45.18,62.69,0.0
1084752,45.18,62.79,0.0
1084752,45.18,62.89,0.0
1084752,45.18,62.99,0.0
1084752,45.18,63.09,0.0
1084752,45.18,63.19,0.0
1084752,45.18,63.29,0.0
1084752,45.18,63.39,0.0
1084752,45.18,63.49,0.0
1084752,45.18,63.59,0.0
1084752,45.18,63.69,0.0
1084752,45.18,63.79,0.0
1084752,45.18,63.89,0.0
1084752,45.18,63.99,0.0
1084752,45.18,64.09,0.0
1084752,45.18,64.19,0.31980704437554364
1084752,45.18,64.29,0.3095849014046359
1084752,45.18,64.39,0.0
1084752,45.18,64.49,0.0
1084752,45.18,64.59,0.0
1084752,45.18,64.69,0.0
1084752,45.18,64.79,0.0
1084752,45.18,64.89,0.0
1084752,45.18,64.99,0.0
1084752,45.18,65.09,0.0
1084752,45.18,65.19,0.0
1084752,45.18,65.29,0.0
1084752,45.18,65.39,0.0
1084752,45.18,65.49,0.0
1084752,45.18,65.59,0.0
1084752,45.18,65.69,0.0
1084752,45.18,65.79,0.0
1084752,45.18,65.89,0.0
1084752,45.18,65.99,0.0
1084752,45.18,66.09,0.0
1084752,45.18,66.19,0.0
1084752,45.18,66.29,0.0
1084752,45.18,66.39,0.0
1084752,45.18,66.49,0.0
1084752,45.18,66.59,0.0
1084752,45.18,66.69,0.0
1084752,45.18,66.79,0.0
1084752,45.18,66.89,0.0
1084752,45.18,66.99,0.0
1084752,45.18,67.09,0.0
1084752,45.18,67.19,0.0
1084752,45.18,67.29,0.0
1084752,45.18,67.39,0.0
1084752,45.18,67.49,0.0
1084752,45.18,67.59,0.0
1084752,45.18,67.69,0.0
1084752,45.18,67.79,0.0
1084752,45.18,67.89,0.0
1084752,45.18,67.99,0.0
1084752,45.18,68.09,0.0
1084752,45.18,68.19,0.0
1084752,45.18,68.29,0.0
1084752,45.18,68.39,0.0
1084752,45.18,68.49,0.0
1084752,45.18,68.59,0.0
1084752,45.18,68.69,0.0
1084752,45.18,68.79,0.0
1084752,45.18,68.89,0.0
1084752,45.18,68.99,0.0
1084752,45.18,69.09,0.0
1084752,45.18,69.19,0.0
1084752,45.18,69.29,0.0
1084752,45.18,69.39,0.0
1084752,45.18,69.49,0.0
1084752,45.18,69.59,0.0
1084752,45.18,69.69,0.0
1084752,45.18,69.79,0.0
1084752,45.18,69.89,0.0
1084752,45.18,69.99,0.0
1084752,45.18,70.09,0.0
1084752,45.18,70.19,0.0
1084752,45.18,70.29,0.0
1084752,45.18,70.39,0.0
1084752,45.18,70.49,0.0
1084752,45.18,70.59,0.0
1084752,45.18,70.69,0.0
1084752,45.18,70.79,0.0
1084752,45.18,70.89,0.0
1084752,45.18,70.99,0.0
1084752,45.18,71.09,0.0
1084752,45.18,71.19,0.0
1084752,45.18,71.29,0.0
1084752,45.18,71.39,0.0
1084752,45.18,71.49,0.0
1084752,45.18,71.59,0.0
1084752,45.18,71.69,0.0
1084752,45.18,71.79,0.0
1084752,45.18,71.89,0.0
1084752,45.18,71.99,0.0
1084752,45.18,72.09,0.0
1084752,45.18,72.19,0.0
1084752,45.18,72.29,0.0
1084752,45.18,72.39,0.0
1084752,45.18,72.49,0.0
1084752,45.18,72.59,0.0
1084752,45.18,72.69,0.0
1084752,45.18,72.79,0.0
1084752,45.18,72.89,0.0
1084752,45.18,72.99,0.0
1084752,45.18,73.09,0.0
1084752,45.08,55.99,0.0
1084752,45.08,56.09,0.0
1084752,45.08,56.19,0.0
1084752,45.08,56.29,0.0
1084752,45.08,56.39,0.0
1084752,45.08,56.49,0.0
1084752,45.08,56.59,0.0
1084752,45.08,56.69,0.0
1084752,45.08,56.79,0.0
